"MethodName","Patch","Compiled","AllTestsPassed","TotalExecutionTime(ms)","Fitness","FitnessImprovement","MemoryUsed (MB)"
"edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.newInstrArray(int)","|","true","true","39917.82","0.0","0.0","0.672617"
"edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.newInstrArray(int)","| gin.edit.statement.DeleteStatement ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":119 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308","0.0"
"edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.newInstrArray(int)","| gin.edit.statement.SwapStatement ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":118 <-> ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":119 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308","0.0"
"edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.newInstrArray(int)","| gin.edit.statement.ReplaceStatement ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":119 -> ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":118 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308","0.0"
"edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.newInstrArray(int)","| gin.edit.statement.DeleteStatement ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":119 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308","0.0"
"edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.newInstrArray(int)","| gin.edit.statement.DeleteStatement ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":118 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308","0.0"
"edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.newInstrArray(int)","| gin.edit.statement.ReplaceStatement ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":79 -> ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":119 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308","0.0"
"edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.newInstrArray(int)","| gin.edit.statement.DeleteStatement ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":119 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308","0.0"
"edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.newInstrArray(int)","| gin.edit.statement.DeleteStatement ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":119 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308","0.0"
"edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.edu.ucla.cs.compilers.avrora.avrora.arch.legacy.LegacyArchitecture.newInstrArray(int)","| gin.edit.statement.ReplaceStatement ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":103 -> ""avrora/src/main/java/edu/ucla/cs/compilers/avrora/avrora/arch/legacy/LegacyArchitecture.java"":118 |","false","false","0.0","1.7976931348623157E308","-1.7976931348623157E308","0.0"
